,Doctor_Names,Specialization,Experience,Hospital_Name,Area,City,Consultation_Fees,Doctor_recommondations
870,Dr. Chendilnathan,,37 ,Apollo Cancer Centres Chennai,Teynampet,Chennai,1000,89 
871,Dr. Srinivasan Paramasivam,,23 ,Apollo Hospital,Greams Road,Chennai,1000,100 
872,Dr. Paresh K Doshi,,38 ,Apollo Hospital,Greams Road,Chennai,1000,80 
873,Dr. V R Roopesh Kumar,,25 ,Apollo Proton Cancer Centre,Tharamani,Chennai,2000,100 
874,Dr. M. Balamurugan,,25 ,Apollo Cancer Centres Chennai,Teynampet,Chennai,1500,92 
876,Dr. Sarang Gotecha,,16 ,Dr. Sarang Gotecha Clinic,Wakad,Pune,850,100 
877,Dr. Sabnis Manish,,21 ,Sahyadri Super Speciality Hospital Hadapsar,Hadapsar,Pune,700,100 
878,Dr. Mahajan Sachin D.,,13 ,Sahyadri Hospital,Nagar Road,Pune,850,100 
879,Dr. Pravin Tukaram Survashe,,17 ,"Manipal Hospital, Kharadi - Pune",Kharadi,Pune,850,100 
880,Dr. Amit Dhakoji,,13 ,Manipal Hospitals,Baner,Pune,900,100 
881,Dr. Shrey Kumar Shah,,11 ,Manipal Hospitals,Baner,Pune,900,100 
882,Dr. Rahul Patil,,17 ,Genesis Brain And Spine Clinic,Wakad,Pune,1000,100 
883,Dr. Ranjitsingh Deshmukh Krantikumar,,19 ,Sahyadri Hospital,Deccan Gymkhana,Pune,750,100 
884,Dr. Vishal Bhasme,,19 ,Lopmudra Multi-speciality Hospital,Pirangut,Pune,700,100 
885,Dr. Tushar D Borde,,15 ,Apollo Clinic,Nigdi,Pune,700,50 
887,Dr. Rahul Jain,,19 ,Practo Care Surgeries,Dwarka Sector 19,Delhi,1000,91 
888,Dr. Ramandeep S. Dang,,28 ,Dr Dang's Brain & Spine Clinic,Greater Kailash Part 1,Delhi,1500,92 
889,Dr. Shailesh Jain,,21 ,Arihant Neurospine Clinic,Pitampura,Delhi,1200,95 
890,Dr. Sonal Gupta,,31 ,Fortis Hospital,Shalimar Bagh,Delhi,1500,91 
891,Dr. Sudheer Kumar Tyagi,,34 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,2500,100 
892,Dr. S K Sogani,,46 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,2000,83 
893,Dr. Rajendra Prasad,,37 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,2000,50 
894,Dr. Aditya Singh Bhati,,19 ,Brain And Spine Clinic,Vasant Kunj,Delhi,1000,88 
895,Dr. Sanjeev Dua,,45 ,Max Super Speciality Hospital,Patparganj,Delhi,1000,91 
896,Dr. Chander Mohan Malhotra,,32 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,1500,100 
898,Dr. Subbaiah Naidu,Dentist,13 ,Indo American Dental Hospital,Ameerpet,Hyderabad,500,100 
899,Dr. Deepak Pusa,Dentist,7 ,Padmavathi  Dental Clinic   & Maxillofacial Center,Kapra,Hyderabad,500,100 
900,Dr. Sowjanya Kalwagadda,Dentist,13 ,Smile Makers International,Kondapur,Hyderabad,500,100 
901,Dr. Sudhakar,Dentist,16 ,Galaxy Dental Care Creating Smiles,Kondapur,Hyderabad,500,100 
902,Dr. J. Sanjeev,Dentist,18 ,Siri Dental-KARMANGHAT,LB Nagar,Hyderabad,500,100 
903,Dr. Sukhvinder Bindra,Dentist,24 ,Apollo Hospital,Secunderabad,Hyderabad,1000,100 
904,Dr. Jayaraj Pattela,Dentist,15 ,Jp Dental Experts,Jubilee Hills,Hyderabad,500,91 
905,Dr. Surendra Kumar Alluri,Dentist,28 ,Shambhala Dental Spa and Wholeness,Kokapet,Hyderabad,500,99 
906,Dr. Srinivas Gadipelly,Dentist,29 ,Apollo DRDO Hospital,Kanchanbagh,Hyderabad,500,98 
907,Dr. Nagaraju Tanneru,Dentist,17 ,Veeras Clinic,Nagole,Hyderabad,500,100 
909,Dr. T. Ramakrishna,Dentist,25 ,Dental Profiles Clinic,JP Nagar 7 Phase,Bangalore,500,95 
910,Dr. K. Prapanna Arya,Dentist,19 ,Dental De Care,Domlur,Bangalore,500,100 
911,Dr. Vinay Anvekar,Dentist,20 ,Vinayaka Sai Dental Clinic,BTM Layout 1st Stage,Bangalore,200,97 
912,Dr. Manjunath G S,Dentist,21 ,Embassy Dental,Kalyan Nagar,Bangalore,500,99 
913,Dr. Idris Md,Dentist,14 ,CLINIQUE - Internationale,Jayanagar,Bangalore,500,99 
914,Dr. Anwar Syed,Dentist,14 ,Perfecto Dental and Implant Clinic,Panathur,Bangalore,500,99 
915,Dr. Santosh B S,Dentist,20 ,Dental 32,Singasandra,Bangalore,500,99 
916,Dr. Deepika Bartunia,Dentist,13 ,Reflection Dental Clinic,Whitefield,Bangalore,300,100 
917,Dr. Prithvi Raj K,Dentist,11 ,Sri Aakrithi's Dental Lounge And Maxillo Facial Center,Sarjapur Road,Bangalore,500,95 
918,Dr. Satish M S,Dentist,19 ,Aster CMI Hospital,Hebbal,Bangalore,1000,97 
920,Dr. Abbasali Barodawala,Dentist,13 ,S&B Dental Specialities,Andheri West,Mumbai,500,100 
921,Dr. Vividha Singhania,Dentist,14 ,Garden Multispeciality Dental Clinic,Mahim,Mumbai,500,100 
922,Dr. Mayuri Jobanputra Shah,Dentist,13 ,ToothFix DentoFacial Clinic,Borivali West,Mumbai,300,97 
923,Dr. Angad Shetye,Dentist,13 ,The Smile Hub Dental Orthodontic  And Maxillofacial Clinic,Kandivali West,Mumbai,500,100 
924,Dr. Rahul N. Patil,Dentist,16 ,Om Dental Clinic,Chandivali,Mumbai,500,94 
925,Dr. Adil Gandevivala,Dentist,15 ,Expressions Maxillofacial Surgery and Dentistry,Tardeo,Mumbai,500,99 
926,Dr. Ankesh Jain,Dentist,13 ,Novadent Clinic,Mazgaon,Mumbai,800,100 
927,Dr. Mangesh Govardhan Mohod,Dentist,11 ,Face 'n Dent,Kandivali East,Mumbai,500,100 
928,Dr. Abhishek Ramesh Chauhan,Dentist,15 ,Sharan Hospital,Ghatkopar West,Mumbai,1000,98 
929,Dr. Nitesh Motwani,Dentist,15 ,Smile Concepts Multi Speciality Dental Clinic,Andheri West,Mumbai,500,98 
931,Dr. Ajay Mohan,Dentist,14 ,"Impressions Dental, Cosmetic, Craniofacial Centre",Mylapore,Chennai,500,100 
932,Dr. Mathan Mohan,Dentist,24 ,Apollo Speciality Hospital,Vanagaram,Chennai,800,100 
933,Dr. Veeraragavan,Dentist,8 ,SmileMakers Multispeciality Dental Clinic and Implant Centre,Selaiyur,Chennai,500,100 
934,Dr. K.R. ARUN VIGNESH,Dentist,9 ,Mesrad Dental Surgeon,Medavakkam,Chennai,150,100 
935,Dr. Sujith Raj Stephen,Dentist,12 ,Dr. Steve's Dental Care,Valasaravakkam,Chennai,200,100 
936,Dr. Jeffin Jacob,Dentist,12 ,Gladys Dental Care,Pallikaranai,Chennai,200,100 
937,Dr. Ashwin Nehrudhas,Dentist,12 ,The Dental Office By LPM,Mylapore,Chennai,500,100 
938,Dr. Pradeep S,Dentist,13 ,Oncodent,Teynampet,Chennai,500,100 
939,Dr. Veerabahu,Dentist,35 ,The Head and Neck Centre & Hospital,Kilpauk,Chennai,500,100 
940,Dr. Tariq Salam,Dentist,19 ,MGM Healthcare,Anna Nagar,Chennai,1200,100 
942,Dr. Ankush R. Agrawal,Dentist,18 ,"Dentsee Dental Clinic, Laser and Implant Centre",Wakad,Pune,500,97 
943,Dr. Anjali V. Mugal,Dentist,14 ,Divine Multispeciality Dental Clinic and Implant Centre,Kharadi,Pune,500,100 
944,Dr. Vikram Deshmukh,Dentist,25 ,Shree Sai Samarth Dental Clinic & Implant Center,Nanded City,Pune,500,95 
945,Dr. Prannoy Kunde,Dentist,13 ,Lifeberries Health,Viman Nagar,Pune,500,100 
946,Dr. Rushikesh Desale,Dentist,20 ,Shree Samarth Krupa Dental Clinic and Implant Center and OPG Center,Vishrantwadi,Pune,500,93 
947,Dr. Ashutosh Jaysing Thorat,Dentist,10 ,Platinum Smile Dental Clinic,Hadapsar,Pune,500,100 
948,Dr. Tejashree Pangare,Dentist,13 ,Mankars Dental Clinic and Implant Centre,Lohegaon,Pune,500,94 
949,Dr. Kushal Rathi,Dentist,13 ,DENTAL ROOTS,Bavdhan,Pune,300,99 
950,Dr. Pratik Raut,Dentist,9 ,Dr. Ratnika's - Smile Up Dental Clinic & Implant Center,Kharadi,Pune,500,100 
951,Dr. Sagar Jangam,Dentist,13 ,S.R Sun Dental (Orthodontics & Orofacial Surgery Centre),Sinhagad Road,Pune,500,100 
953,Dr. Shiv P Mahapatra,Dentist,11 ,Gloire A Dieu Dental & Implant Clinic,Dwarka Sector 22,Delhi,500,94 
954,Dr. Anuja,Dentist,25 ,"Agarwal Orthopaedic, Dental & Diagnostic Center",Chitra Vihar,Delhi,400,100 
955,Dr. Rohit Yadav,Dentist,11 ,Cusp Dental,Dwarka Sector 23,Delhi,500,100 
956,Dr. Janak Raj Sabharwal,Dentist,42 ,Dr. Sabharwal 's Dental Clinic & Surgical Center,Vikas Puri,Delhi,1000,96 
957,Dr. Ramandeep Singh Chawla,Dentist,13 ,Chawla Dental Clinic & Surgical Center,Janakpuri,Delhi,500,100 
958,Dr. Pallav Kinra,Dentist,14 ,Southpoint Dentistry,Sheikh Sarai,Delhi,500,98 
959,Dr. Praveen Yadav,Dentist,12 ,Dentaris -A Specialist Dental Clinic,Uttam Nagar,Delhi,500,100 
960,Dr. Jitender Dabas,Dentist,14 ,Dental Craft Multispeciality Dentistry,Dwarka Sector 6,Delhi,500,100 
961,Dr. Manju Kaushik,Dentist,30 ,Dr. Soni's Dental Clinic,Lajpat Nagar,Delhi,500,99 
962,Dr. Surya Prakash Bharadwaj,Dentist,18 ,Wisdom Dental Maxillofacial & Implant Clinic,Dwarka,Delhi,500,99 
964,Dr. Harikiran Chekuri,,17 ,Practo Care Surgeries,Gachibowli,Hyderabad,699,97 
965,Dr. Beena Valandi,,13 ,Practo Care Surgeries,SR Nagar,Hyderabad,699,100 
966,Dr. Veena Priya D,,8 ,Practo Care Surgeries,Banjara Hills,Hyderabad,699,100 
967,Dr. Venu Kumari,Dermatologist,18 ,Dr. Venus Insititue of Skin & Hair,Chanda Nagar,Hyderabad,500,86 
968,Dr. Madhavi Pudi,,16 ,Dr. Madhavis Advanced Skin Hair and Laser Clinic,Balkampet,Hyderabad,800,91 
969,Dr. Rajeshwari,,20 ,Dr.Rajeshwaris Skin Care And Hair Restoration Centre,Jubilee Hills,Hyderabad,750,83 
970,Dr. Alekya Singapore,Dermatologist,10 ,The Skin Sense - Dr. Alekya,Banjara Hills,Hyderabad,1200,88 
971,Dr. Shashikanth,,18 ,Hair Sure Hair Transplant Centre,Habsiguda,Hyderabad,600,99 
972,Dr. Deepthi K,,15 ,23 Aesthetics Clinic,Kondapur,Hyderabad,700,98 
973,Dr. Shravya G,Dermatologist,17 ,Anceita Skin and Hair Clinic,Jubilee Hills,Hyderabad,800,92 
975,Dr. K. Prapanna Arya,,19 ,Dental De Care,Domlur,Bangalore,500,100 
976,Dr. Suhas S,,13 ,Life Is Beautiful Clinic,Basavanagudi,Bangalore,700,100 
977,Dr. Naveen Kumar,,19 ,BGS Gleneagles Global Hospital,Kengeri,Bangalore,700,99 
978,Dr. K C Dharam Kumar,,9 ,Epiderma Skin and Hair Clinic,JP Nagar,Bangalore,750,99 
979,Dr. Parthasarathi Dutta Roy,,20 ,Dr. Partha Sarathi's Asian Hair And Skin Hospitals,MG Road,Bangalore,700,89 
980,Dr. Nithya Raghunath,,14 ,Contura Clinic,Kalyan Nagar,Bangalore,700,96 
981,Dr. Shivashankar B. Sajjanshetty,,19 ,Tricho-Derma Hair & Skin Speciality Clinic,JP Nagar 2 Phase,Bangalore,750,97 
982,Dr. Harish Prasad B.R,,16 ,Vitals Skin and Hair Klinic,BTM Layout,Bangalore,700,96 
983,Dr. Sahebgowda Shetty,,22 ,Dr. Shetty's Cosmetic Centre,Rajajinagar,Bangalore,500,93 
984,Dr. Anusha Akilesh,,9 ,Oliva Skin & Hair Clinic,HRBR Layout,Bangalore,600,96 
987,Dr. Sujit Shanshanwal,,14 ,SkinAmour Clinic,Santacruz West,Mumbai,1000,99 
988,Dr. Yogesh Kalyanpad,Dermatologist,13 ,SkinAmour Clinic,Santacruz West,Mumbai,1000,100 
989,Dr. Ajay Nimbalkar,Dermatologist,12 ,Dermavenue Advanced Skin And Hair Clinic,Khar West,Mumbai,1200,95 
990,Dr. Vikas Halwai,,14 ,Derma Dent Aesthetic clinic,Chinchpokli,Mumbai,800,91 
991,Dr. Neha V Shah,,14 ,Skin Vogue Clinic,Ghatkopar East,Mumbai,1000,99 
992,Dr. Raina Nahar,,15 ,Kaizen Skin Clinic,Andheri West,Mumbai,1000,92 
993,Dr. Rameshwar Gutte,,19 ,Dr L H Hiranandani Hospital,Powai,Mumbai,1100,95 
994,Dr. Bhushan S  Bawankar,,13 ,Skin Love Clinic,Matunga West,Mumbai,1200,96 
995,Dr. Shaurya Rohatgi,,14 ,Dr Shaurya's Skin Clinic,Andheri West,Mumbai,1000,96 
996,Dr. Meghna Mour,,24 ,Dr. Meghna Mour's Face & Skin Clinic,Vileparle East,Mumbai,1000,94 
998,Dr. Rajeshwari,,20 ,Dr.Rajeshwari's Skin & Hair Care Private Limited,T Nagar,Chennai,750,83 
999,Dr. Sasikumar Muthu,,22 ,Pearl Health,Alwarpet,Chennai,1000,99 
1000,Dr. Ariganesh,,16 ,Derma Clinix,Mylapore,Chennai,500,89 
1001,Dr. Ganga Ravikumar,,33 ,Dermis Skin & Hair Clinic,Adyar,Chennai,700,96 
1002,Dr. Lakshmi Durga M,,18 ,Oliva Skin & Hair Clinic,Anna Nagar,Chennai,600,99 
1003,Dr. Apoorva Raghavan,Dermatologist,10 ,Apollo First Med Hospitals,Kilpauk,Chennai,700,100 
1004,Dr. Nidhi Dube,Homoeopath,14 ,Dr Batra's Positive Health Clinic Pvt Ltd,Velachery,Chennai,450,100 
1005,Dr. Meenakshi M,,11 ,Oliva Skin And Hair Clinic,Alwarpet,Chennai,600,99 
1006,Dr. Hari Priya A,,7 ,Oliva Skin & Hair Clinic,Anna Nagar,Chennai,600,100 
1007,Dr. L Mathuvenkatesan,Homoeopath,24 ,Dr Batra's Positive Health Clinic Pvt Ltd,Ashok Nagar,Chennai,450,75 
1010,Dr. Vasant Gholave,,23 ,Practo Care Surgeries,JM Road,Pune,800,98 
1011,Dr. Swapna Athavale,,19 ,Practo Care Surgeries,Baner,Pune,999,100 
1012,Dr. Vaseem Choudhary,,14 ,Homeo Care Clinic,Hadapsar,Pune,300,93 
1013,Dr. Pradeep Kumari,,20 ,Skin And Surgery International & Asia Institute Of Hair Transplant,Viman Nagar,Pune,700,96 
1014,Dr. Sonal Chavan,,17 ,Dr. Sonnal Chavaan Aesthetic Clinic,Pimple Saudagar,Pune,700,90 
1015,Dr. Nitin Jain,,21 ,Skin And Surgery International & Asia Institute Of Hair Transplant,Kothrud,Pune,700,97 
1016,Dr. Vijay Nagdev,,13 ,The Skin Doctors,Pimpri-Chinchwad,Pune,700,93 
1017,Dr. Pallavi Ahire Shelke,,16 ,SkinEthics Skin Clinic & Dermatosurgery Center,Baner,Pune,600,97 
1018,Dr. Sadhana Jadhavar,,16 ,"Radiance Skin,Hair, Laser & Wellness Center",Pimpri-Chinchwad,Pune,500,93 
1019,Dr. Dhananjay Chavan,,37 ,HairMD - Hair Transplant Clinic,Kharadi,Pune,1500,85 
1022,Dr. Tapeshwar Sehgal,,25 ,Practo Care Surgeries,Janakpuri,Delhi,699,75 
1023,Dr. Ashutosh Mishra,,23 ,Practo Care Surgeries,Greater Kailash Part 1,Delhi,999,83 
1024,Dr. Lokesh Handa,,13 ,Practo Care Surgeries,Greater Kailash Part 1,Delhi,699,90 
1025,Dr. Shruti Gupta,,13 ,SKINOS,Kamla Nagar,Delhi,1000,99 
1026,Dr. Navnit Haror,Dermatologist,10 ,Derma Miracle Skin And Hair Transplant Clinic,Greater Kailash Part 1,Delhi,1000,90 
1027,Dr. Rahul Arora,,13 ,Max Super Speciality Hospital,Shalimar Bagh,Delhi,800,100 
1028,Dr. Lipy Gupta,Dermatologist,18 ,Green Park Family Medicine Clinic,Green Park,Delhi,800,96 
1029,Dr. Ranjan Upadhyay,,19 ,Desmoderm Skin & Laser Clinic,Vasant Kunj,Delhi,1500,97 
1030,Dr. Mudasir Khan,,29 ,Lush Skin and Hair Clinic,Jasola,Delhi,800,94 
1031,Dr. Anuj Saigal,,15 ,MedRootz Clinics,Green Park,Delhi,1000,97 
1033,Dr. Mohd Ilyas,,15 ,Practo Care Surgeries,Himayat Nagar,Hyderabad,499,91 
1034,Dr. CH. Venkata Pavan Kumar,,18 ,Practo Care Surgeries,Kukatpally,Hyderabad,600,88 
1035,Dr. Talluri Suresh Babu,,18 ,Practo Care Surgeries,Kukatpally,Hyderabad,500,98 
1036,Dr. Yasaswini Hemaeshwara Raju,,13 ,Practo Care Surgeries,Kondapur,Hyderabad,499,91 
1037,Dr. Rajeshwar Kamineni,,25 ,Practo Care Surgeries,Kukatpally,Hyderabad,600,100 
1038,Dr. Prashant Hegde,,22 ,Hegde Hospital,Madhapur,Hyderabad,750,96 
1039,Dr. B Varun Rao,,18 ,Medicover Hospitals,Hitech City,Hyderabad,650,92 
1040,Dr. Kiran Peddi,,27 ,Gastro Care Clinics,Gachibowli,Hyderabad,800,97 
1041,Dr. Suraj Uppalapati,,11 ,Gastro 360,Kondapur,Hyderabad,700,94 
1042,Dr. Nandakishore Dukkipati,,29 ,Livlife Hospitals,Jubilee Hills,Hyderabad,850,100 
1045,Dr. Prof. Shiva Kumar,,22 ,Practo Hospitals - Neo,Electronics City,Bangalore,700,75 
1046,Dr. Venkataramana,,53 ,Practo Hospitals - Neo,Electronics City,Bangalore,700,93 
1047,Dr. Parameshwara C M,,29 ,Smiles Institute of Gastroenterology,Mathikere - BEL,Bangalore,1000,97 
1048,Dr. Gautham S L,,15 ,Practo Care Surgeries,Arekere,Bangalore,500,99 
1049,Dr. Yuvrajsingh,,22 ,Practo Care Surgeries,HAL 2nd Stage,Bangalore,950,100 
1050,Dr. Priyanka Akhilesh Sali,,15 ,Practo Care Surgeries,Indiranagar,Bangalore,699,92 
1051,Dr. Sujeev,,21 ,Smiles Institute of Gastroenterology,Mathikere - BEL,Bangalore,1000,75 
1052,Dr. Aditya V Naragund,,12 ,Aasra Hospital,Jayanagar,Bangalore,800,100 
1053,Dr. Shiva Kumar,,15 ,Trust-In  Hospital,Ramamurthy Nagar,Bangalore,700,95 
1054,Dr. Vikram Belliappa,,22 ,Vydehi Super Speciality Hospital(Mallya Hospital),Ashoknagar,Bangalore,800,100 
1057,Dr. Vishal Diddi,,17 ,Practo Care Surgeries,Andheri West,Mumbai,700,100 
1058,Dr. Samir Bagadia,,9 ,Practo Care Surgeries,Andheri West,Mumbai,1000,93 
1059,Dr. Jeetendra Jadhav,,23 ,Practo Care Surgeries,Borivali West,Mumbai,799,93 
1060,Dr. Kukreja A. Kalani,Homoeopath,26 ,Kent Homeopathy Clinic,Powai,Mumbai,500,98 
1061,Dr. Nitin Aherrao,,16 ,Gastrohub,Andheri West,Mumbai,2000,97 
1062,Dr. Vasudev,,24 ,Liver Gastro Endoscopy Centre,Bhandup West,Mumbai,2000,87 
1063,Dr. Keyur A Sheth,,21 ,Apollo Spectra Hospitals,Chembur,Mumbai,1500,88 
1064,Dr. Bhooshan Pandit,,21 ,Dr L H Hiranandani Hospital,Powai,Mumbai,1600,89 
1065,Dr. Hardik Shah,,14 ,Shah Superspeciality Clinic,Gamdevi,Mumbai,2000,98 
1066,Dr. Purushottam Vashistha,,21 ,Dr L H Hiranandani Hospital,Powai,Mumbai,1600,88 
1068,Dr. M.S.Kalyan Kumar,,15 ,Practo Care Surgeries,Adyar,Chennai,500,98 
1069,Dr. Sujith Kumar,,22 ,Practo Care Surgeries,Chromepet,Chennai,700,88 
1070,Dr. Kamal Raj,,20 ,Practo Care Surgeries,Anna Nagar,Chennai,499,96 
1071,Dr. T.S.Chandrasekar,,28 ,Sanjeevani Clinic,Perungudi,Chennai,700,94 
1072,Dr. Deepak Subramanian,,20 ,Chennai Gastro Care,Alwarpet,Chennai,750,96 
1073,Dr. R. Kamalakannan,,25 ,Padma Jayaram Gastro And Liver  Speciality Clinic,Purasawakkam,Chennai,600,99 
1074,Dr. Mahesh Sundaram,,25 ,Progress Speciality Clinic,Madipakkam,Chennai,500,97 
1075,Dr. Anisha Ashok,,17 ,Laser and Laparoscopic Hospital,T Nagar,Chennai,800,93 
1076,Dr. Prabudoss,,22 ,Chennai Obesity & Gastro Surgeons Centre,Velachery,Chennai,700,96 
1077,Dr. Satish Devakumar,,21 ,Goals Clinic,Velachery,Chennai,500,97 
1080,Dr. Avishkar Barase,,17 ,Practo Care Surgeries,Wakad,Pune,500,100 
1081,Dr. Shashank Adgudwar,,10 ,Practo Care Surgeries,Baner,Pune,500,100 
1082,Dr. Abhijit A Whatkar,,14 ,Practo Care Surgeries,Kharadi,Pune,700,99 
1083,Dr. Rahul Kothari,,19 ,Kothari Endoscopy Centre,Aundh,Pune,700,91 
1084,Dr. Nitin Pai,,28 ,Pai Clinic and Diagnostic Centre,Shivajinagar,Pune,1000,81 
1085,Dr. Prakash D Valse,,22 ,Tummy Clinic,Pimple Saudagar,Pune,1000,97 
1086,Dr. Kunal Oswal,,21 ,Paarasmani Hospital,Hadapsar,Pune,700,83 
1087,Dr. Lalit Shimpi,,30 ,The Cedar Clinics,Deccan Gymkhana,Pune,1200,98 
1088,Dr. Vaseem Choudhary,Homoeopath,14 ,Homeo Care Clinic,Hadapsar,Pune,300,93 
1089,Dr. Deepesh Gaikwad,Homoeopath,16 ,Healthmate Homeopathy,Pimple Saudagar,Pune,600,98 
1091,Dr. Raj Kumar Singh,,10 ,Practo Care Surgeries,Green Park,Delhi,700,98 
1092,Dr. Saurabh Kumar Goyal,,15 ,Practo Care Surgeries,Greater Kailash Part 2,Delhi,799,86 
1093,Dr. Rajneesh Gulati,,31 ,S R Liver & Gastro Clinic,Vikas Puri,Delhi,1000,65 
1094,Dr. Vibhu V Mittal,,21 ,Max Super Speciality Hospital,Patparganj,Delhi,1200,86 
1095,Dr. Manoj Kumar,,36 ,Amar Medical Centre,Saket,Delhi,1200,48 
1096,Dr. Ashish Sachan,,12 ,Gynaecology Gastro Liver and Laparoscopic Surgery Centre,Dilshad Garden,Delhi,800,99 
1097,Dr. Piyush Gupta,,13 ,CK Birla Hospital,Punjabi Bagh,Delhi,1500,95 
1098,Dr. Amit Javed,,22 ,CK Birla Hospital,Punjabi Bagh,Delhi,1000,99 
1099,Dr. Amit Jain,,19 ,Max Super Speciality Hospital,Patparganj,Delhi,1000,88 
1100,Dr. Rohan Mahajan,,12 ,Mahajan Hospital,Uttam Nagar,Delhi,1100,100 
1102,Dr. Jagadeesh Kumar Kanukuntla,General Physician,16 ,Continental Hospitals,Gachibowli,Hyderabad,800,86 
1103,Dr. Vinod Kumar Bhargava,,58 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1500,100 
1104,Dr. S.Bhattacharjee,General Physician,44 ,Apollo Hospital,Secunderabad,Hyderabad,600,89 
1105,Dr. Jaganmani Sreekanth,General Physician,29 ,Apollo Hospitals,Jubilee Hills,Hyderabad,800,100 
1106,Dr. K Sandeep Reddy,General Physician,15 ,Pro Health Multispecialty Clinic,Manikonda,Hyderabad,500,78 
1107,Dr. Naveen Polavarapu,General Physician,22 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1200,93 
1108,Dr. S. Ananth Kumar,General Physician,38 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1000,33 
1109,Dr. Lakshmikanth Reddy,,17 ,Medicover Hospitals,Hitech City,Hyderabad,500,79 
1110,Dr. Usha Rani,,32 ,Aster Prime Hospital,Ameerpet,Hyderabad,600,91 
1111,Dr. Surya Pavan Reddy,General Physician,26 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1000,100 
1114,Dr. Venkataramana,General Physician,53 ,Practo Hospitals - Neo,Electronics City,Bangalore,700,93 
1115,Dr. Raja Selvarajan,,17 ,Kaveri Healthcare,Domlur,Bangalore,750,95 
1116,Dr. Neelam Vasudeva,General Physician,11 ,Svasthya Health,HSR Layout,Bangalore,600,94 
1117,Dr. Anusha N D,,12 ,Shanta Practo Centre for Diabetes & Endocrinology,HSR Layout,Bangalore,700,98 
1118,Dr. Shambulingaiah S. Hiremath,Ayurveda,38 ,Shree  Dhanvantari Ayurveda Hospital,Rajajinagar,Bangalore,250,98 
1119,Dr. Anuja Marawar,Ayurveda,23 ,Keva Ayurveda,Whitefield,Bangalore,450,95 
1120,Dr. Tejas Suresh Rao,,13 ,Manipal Hospitals Yeshwanthpur,Yeshwanthpur,Bangalore,850,95 
1121,Dr. Vinay,Ayurveda,14 ,Varaprada Ayurvedic Centre,Basavanagudi,Bangalore,300,99 
1122,Dr. S M Fayaz,,12 ,Hopewell Multispeciality Clinic,Kadugodi,Bangalore,600,97 
1123,Dr. Prabha Ramadorai,General Physician,25 ,Nano Hospitals,Hulimavu,Bangalore,500,89 
1125,Dr. Nitin R Kochar,Ayurveda,28 ,Gurukrupa Ayurvedic Clinic,Goregaon West,Mumbai,2000,96 
1126,Dr. Sunita Jonwal,Ayurveda,15 ,Dr. Jonwal's NapAyurVeda Panchkarm & Wellness,Borivali West,Mumbai,800,90 
1127,Dr. Manasi Shreyas Joshi,,12 ,Maple Polyclinic,Mulund West,Mumbai,500,100 
1128,Dr. Sanjay Shah,General Physician,38 ,Fortis Hospital,Mulund West,Mumbai,1500,88 
1129,Dr. Ram Krishna Modi,General Physician,45 ,Fortis Hospital,Mulund West,Mumbai,1500,69 
1130,Dr. Pradip Padamsi Shah,General Physician,43 ,Fortis Hospital,Mulund West,Mumbai,1500,69 
1131,Dr. Raman Shenoy,General Physician,24 ,Fortis Hospital,Mulund West,Mumbai,1500,100 
1132,Dr. Shilpa Nayak,,20 ,Asthma Allergy Clinic - Siddhi Polyclinic,Andheri West,Mumbai,1500,98 
1133,Dr. Rajshree Chavan,Ayurveda,14 ,Sahastram Ayurveda Panchkarma Center,Dadar East,Mumbai,600,97 
1134,Dr. Anshudeep Dodake,General Physician,12 ,Health Omega Clinic,Parel,Mumbai,500,100 
1137,Dr. Kavitha G,General Physician,37 ,Nannalam,Anna Nagar,Chennai,500,98 
1138,Dr. Rajesh Verma,General Physician,28 ,Bliss Medicare Centre,Vadapalani,Chennai,600,95 
1139,Dr. Pravin K Aggarwal,General Physician,42 ,Fortis Malar Hospital,Adyar,Chennai,700,86 
1140,Dr. Poonam Verma,Ayurveda,27 ,Bliss Medicare Centre,Vadapalani,Chennai,600,96 
1141,Dr. Sheethal Suresh,General Physician,30 ,Fortis Malar Hospital,Adyar,Chennai,500,82 
1142,Dr. D Srikrishna,Ayurveda,12 ,Shree Ayurvedic Multispeciality Hospital,West Mambalam,Chennai,500,98 
1143,Dr. Subramony H,,31 ,Apollo Hospital,Greams Road,Chennai,500,100 
1144,Dr. Lalith Narayan,General Physician,14 ,MGM Healthcare,Anna Nagar,Chennai,800,96 
1145,Dr. Rajkumar V S,,29 ,Apollo Medical Center,Anna Nagar,Chennai,500,100 
1146,Dr. P Sivaraj,,20 ,MGM Healthcare,Anna Nagar,Chennai,1000,87 
1148,Dr. Prashant Daundkar Patil,Ayurveda,18 ,Shree Ayurved and Panchakarma Hospital,Chandan Nagar,Pune,500,88 
1149,Dr. Pradeep R Chaudhari,Ayurveda,15 ,Sai Sparsh Aayurved Clinic and Panchakarma Therapies,Baner,Pune,400,100 
